Fecha_pd,Entidad,Data
2016-07-31,Quintana Roo,21.0
2016-07-31,San Luis Potosí,41.0
2016-07-31,Sinaloa,106.0
2016-07-31,Sonora,93.0
2016-07-31,Tabasco,35.0
2016-07-31,Tamaulipas,147.0
2016-07-31,Tlaxcala,26.0
2016-07-31,Veracruz de Ignacio de la Llave,195.0
2016-07-31,Yucatán,6.0
2016-07-31,Zacatecas,49.0
2016-08-31,Aguascalientes,13.0
2016-08-31,Baja California,116.0
2016-08-31,Baja California Sur,36.0
2016-08-31,Campeche,17.0
2016-08-31,Chiapas,140.0
2016-08-31,Chihuahua,152.0
2016-08-31,Ciudad de México,134.0
2016-08-31,Coahuila de Zaragoza,32.0
2016-08-31,Colima,48.0
2016-08-31,Durango,44.0
2016-08-31,Guanajuato,214.0
2016-08-31,Guerrero,258.0
2016-08-31,Hidalgo,63.0
2016-08-31,Jalisco,179.0
2016-08-31,Michoacán de Ocampo,226.0
2016-08-31,Morelos,80.0
2016-08-31,México,210.0
2016-08-31,Nacional,3198.0
2016-08-31,Nayarit,10.0
2016-08-31,Nuevo León,93.0
2016-08-31,Oaxaca,148.0
2016-08-31,Puebla,96.0
2016-08-31,Querétaro,31.0
2016-08-31,Quintana Roo,33.0
2016-08-31,San Luis Potosí,51.0
2016-08-31,Sinaloa,148.0
2016-08-31,Sonora,97.0
2016-08-31,Tabasco,43.0
2016-08-31,Tamaulipas,136.0
2016-08-31,Tlaxcala,34.0
2016-08-31,Veracruz de Ignacio de la Llave,233.0
2016-08-31,Yucatán,8.0
2016-08-31,Zacatecas,75.0
2016-09-30,Aguascalientes,17.0
2016-09-30,Baja California,149.0
2016-09-30,Baja California Sur,36.0
2016-09-30,Campeche,15.0
2016-09-30,Chiapas,103.0
2016-09-30,Chihuahua,148.0
2016-09-30,Ciudad de México,159.0
2016-09-30,Coahuila de Zaragoza,36.0
2016-09-30,Colima,47.0
2016-09-30,Durango,42.0
2016-09-30,Guanajuato,229.0
2016-09-30,Guerrero,207.0
2016-09-30,Hidalgo,46.0
2016-09-30,Jalisco,185.0
2016-09-30,Michoacán de Ocampo,215.0
2016-09-30,Morelos,72.0
2016-09-30,México,232.0
2016-09-30,Nacional,3071.0
2016-09-30,Nayarit,5.0
2016-09-30,Nuevo León,104.0
2016-09-30,Oaxaca,137.0
2016-09-30,Puebla,106.0
2016-09-30,Querétaro,33.0
2016-09-30,Quintana Roo,26.0
2016-09-30,San Luis Potosí,47.0
2016-09-30,Sinaloa,127.0
2016-09-30,Sonora,84.0
2016-09-30,Tabasco,54.0
2016-09-30,Tamaulipas,129.0
2016-09-30,Tlaxcala,37.0
2016-09-30,Veracruz de Ignacio de la Llave,180.0
2016-09-30,Yucatán,10.0
2016-09-30,Zacatecas,54.0
2016-10-31,Aguascalientes,15.0
2016-10-31,Baja California,130.0
2016-10-31,Baja California Sur,33.0
2016-10-31,Campeche,13.0
2016-10-31,Chiapas,133.0
2016-10-31,Chihuahua,180.0
2016-10-31,Ciudad de México,134.0
2016-10-31,Coahuila de Zaragoza,39.0
2016-10-31,Colima,50.0
2016-10-31,Durango,37.0
2016-10-31,Guanajuato,219.0
2016-10-31,Guerrero,212.0
2016-10-31,Hidalgo,55.0
2016-10-31,Jalisco,169.0
2016-10-31,Michoacán de Ocampo,205.0
2016-10-31,Morelos,72.0
2016-10-31,México,275.0
2016-10-31,Nacional,3011.0
2016-10-31,Nayarit,12.0
2016-10-31,Nuevo León,105.0
2016-10-31,Oaxaca,0.0
2016-10-31,Puebla,93.0
2016-10-31,Querétaro,31.0
2016-10-31,Quintana Roo,33.0
2016-10-31,San Luis Potosí,67.0
2016-10-31,Sinaloa,140.0
2016-10-31,Sonora,70.0
2016-10-31,Tabasco,70.0
2016-10-31,Tamaulipas,122.0
2016-10-31,Tlaxcala,32.0
2016-10-31,Veracruz de Ignacio de la Llave,212.0
2016-10-31,Yucatán,10.0
2016-10-31,Zacatecas,43.0
2016-11-30,Aguascalientes,18.0
2016-11-30,Baja California,142.0
2016-11-30,Baja California Sur,37.0
2016-11-30,Campeche,16.0
2016-11-30,Chiapas,118.0
2016-11-30,Chihuahua,136.0
2016-11-30,Ciudad de México,141.0
2016-11-30,Coahuila de Zaragoza,35.0
2016-11-30,Colima,55.0
2016-11-30,Durango,33.0
2016-11-30,Guanajuato,204.0
2016-11-30,Guerrero,259.0
2016-11-30,Hidalgo,51.0
2016-11-30,Jalisco,161.0
2016-11-30,Michoacán de Ocampo,192.0
2016-11-30,Morelos,78.0
2016-11-30,México,235.0
2016-11-30,Nacional,3040.0
2016-11-30,Nayarit,6.0
2016-11-30,Nuevo León,83.0
2016-11-30,Oaxaca,182.0
2016-11-30,Puebla,65.0
2016-11-30,Querétaro,33.0
2016-11-30,Quintana Roo,30.0
2016-11-30,San Luis Potosí,46.0
2016-11-30,Sinaloa,135.0
2016-11-30,Sonora,94.0
2016-11-30,Tabasco,76.0
2016-11-30,Tamaulipas,106.0
2016-11-30,Tlaxcala,35.0
2016-11-30,Veracruz de Ignacio de la Llave,183.0
2016-11-30,Yucatán,10.0
2016-11-30,Zacatecas,45.0
2016-12-31,Aguascalientes,23.0
2016-12-31,Baja California,162.0
2016-12-31,Baja California Sur,38.0
2016-12-31,Campeche,15.0
2016-12-31,Chiapas,150.0
2016-12-31,Chihuahua,138.0
2016-12-31,Ciudad de México,191.0
2016-12-31,Coahuila de Zaragoza,46.0
2016-12-31,Colima,64.0
2016-12-31,Durango,44.0
2016-12-31,Guanajuato,234.0
2016-12-31,Guerrero,204.0
2016-12-31,Hidalgo,48.0
2016-12-31,Jalisco,182.0
2016-12-31,Michoacán de Ocampo,224.0
2016-12-31,Morelos,87.0
2016-12-31,México,275.0
2016-12-31,Nacional,3270.0
2016-12-31,Nayarit,3.0
2016-12-31,Nuevo León,83.0
2016-12-31,Oaxaca,162.0
2016-12-31,Puebla,76.0
2016-12-31,Querétaro,33.0
2016-12-31,Quintana Roo,16.0
2016-12-31,San Luis Potosí,46.0
2016-12-31,Sinaloa,139.0
2016-12-31,Sonora,83.0
2016-12-31,Tabasco,83.0
2016-12-31,Tamaulipas,126.0
2016-12-31,Tlaxcala,32.0
2016-12-31,Veracruz de Ignacio de la Llave,190.0
2016-12-31,Yucatán,6.0
2016-12-31,Zacatecas,67.0
2017-01-31,Aguascalientes,22.0
2017-01-31,Baja California,155.0
2017-01-31,Baja California Sur,52.0
2017-01-31,Campeche,14.0
2017-01-31,Chiapas,143.0
2017-01-31,Chihuahua,149.0
2017-01-31,Ciudad de México,165.0
2017-01-31,Coahuila de Zaragoza,34.0
2017-01-31,Colima,75.0
2017-01-31,Durango,27.0
2017-01-31,Guanajuato,260.0
2017-01-31,Guerrero,219.0
2017-01-31,Hidalgo,91.0
2017-01-31,Jalisco,195.0
2017-01-31,Michoacán de Ocampo,206.0
2017-01-31,Morelos,76.0
2017-01-31,México,261.0
2017-01-31,Nacional,3321.0
2017-01-31,Nayarit,5.0
2017-01-31,Nuevo León,87.0
2017-01-31,Oaxaca,111.0
2017-01-31,Puebla,94.0
2017-01-31,Querétaro,32.0
2017-01-31,Quintana Roo,29.0
2017-01-31,San Luis Potosí,60.0
2017-01-31,Sinaloa,150.0
2017-01-31,Sonora,106.0
2017-01-31,Tabasco,68.0
2017-01-31,Tamaulipas,111.0
2017-01-31,Tlaxcala,47.0
2017-01-31,Veracruz de Ignacio de la Llave,209.0
2017-01-31,Yucatán,14.0
2017-01-31,Zacatecas,54.0
2017-02-28,Aguascalientes,16.0
2017-02-28,Baja California,144.0
2017-02-28,Baja California Sur,51.0
2017-02-28,Campeche,16.0
2017-02-28,Chiapas,126.0
2017-02-28,Chihuahua,166.0
2017-02-28,Ciudad de México,143.0
2017-02-28,Coahuila de Zaragoza,40.0
2017-02-28,Colima,41.0
2017-02-28,Durango,38.0
2017-02-28,Guanajuato,228.0
2017-02-28,Guerrero,209.0
2017-02-28,Hidalgo,62.0
2017-02-28,Jalisco,155.0
2017-02-28,Michoacán de Ocampo,209.0
2017-02-28,Morelos,66.0
2017-02-28,México,238.0
2017-02-28,Nacional,3047.0
2017-02-28,Nayarit,11.0
2017-02-28,Nuevo León,87.0
2017-02-28,Oaxaca,109.0
2017-02-28,Puebla,103.0
2017-02-28,Querétaro,39.0
2017-02-28,Quintana Roo,25.0
2017-02-28,San Luis Potosí,52.0
2017-02-28,Sinaloa,142.0
2017-02-28,Sonora,82.0
2017-02-28,Tabasco,78.0
2017-02-28,Tamaulipas,101.0
2017-02-28,Tlaxcala,36.0
2017-02-28,Veracruz de Ignacio de la Llave,181.0
2017-02-28,Yucatán,8.0
2017-02-28,Zacatecas,45.0
2017-03-31,Aguascalientes,21.0
2017-03-31,Baja California,176.0
2017-03-31,Baja California Sur,66.0
2017-03-31,Campeche,10.0
2017-03-31,Chiapas,134.0
2017-03-31,Chihuahua,145.0
2017-03-31,Ciudad de México,136.0
2017-03-31,Coahuila de Zaragoza,50.0
2017-03-31,Colima,54.0
2017-03-31,Durango,30.0
2017-03-31,Guanajuato,292.0
2017-03-31,Guerrero,255.0
2017-03-31,Hidalgo,63.0
2017-03-31,Jalisco,178.0
2017-03-31,Michoacán de Ocampo,188.0
2017-03-31,Morelos,76.0
2017-03-31,México,262.0
2017-03-31,Nacional,3392.0
2017-03-31,Nayarit,9.0
2017-03-31,Nuevo León,110.0
2017-03-31,Oaxaca,115.0
2017-03-31,Puebla,141.0
2017-03-31,Querétaro,32.0
2017-03-31,Quintana Roo,38.0
2017-03-31,San Luis Potosí,53.0
2017-03-31,Sinaloa,163.0
2017-03-31,Sonora,92.0
2017-03-31,Tabasco,72.0
2017-03-31,Tamaulipas,94.0
2017-03-31,Tlaxcala,35.0
2017-03-31,Veracruz de Ignacio de la Llave,240.0
2017-03-31,Yucatán,8.0
2017-03-31,Zacatecas,54.0
2017-04-30,Aguascalientes,16.0
2017-04-30,Baja California,183.0
2017-04-30,Baja California Sur,21.0
2017-04-30,Campeche,15.0
2017-04-30,Chiapas,141.0
2017-04-30,Chihuahua,127.0
2017-04-30,Ciudad de México,147.0
2017-04-30,Coahuila de Zaragoza,41.0
2017-04-30,Colima,43.0
2017-04-30,Durango,45.0
2017-04-30,Guanajuato,266.0
2017-04-30,Guerrero,236.0
2017-04-30,Hidalgo,66.0
2017-04-30,Jalisco,178.0
2017-04-30,Michoacán de Ocampo,200.0
2017-04-30,Morelos,76.0
2017-04-30,México,276.0
2017-04-30,Nacional,3407.0
2017-04-30,Nayarit,9.0
2017-04-30,Nuevo León,94.0
2017-04-30,Oaxaca,189.0
2017-04-30,Puebla,136.0
2017-04-30,Querétaro,51.0
2017-04-30,Quintana Roo,30.0
2017-04-30,San Luis Potosí,57.0
2017-04-30,Sinaloa,173.0
2017-04-30,Sonora,105.0
2017-04-30,Tabasco,69.0
2017-04-30,Tamaulipas,125.0
2017-04-30,Tlaxcala,27.0
2017-04-30,Veracruz de Ignacio de la Llave,202.0
2017-04-30,Yucatán,8.0
2017-04-30,Zacatecas,55.0
2017-05-31,Aguascalientes,21.0
2017-05-31,Baja California,207.0
2017-05-31,Baja California Sur,33.0
2017-05-31,Campeche,16.0
2017-05-31,Chiapas,92.0
2017-05-31,Chihuahua,179.0
2017-05-31,Ciudad de México,178.0
2017-05-31,Coahuila de Zaragoza,45.0
2017-05-31,Colima,58.0
2017-05-31,Durango,40.0
2017-05-31,Guanajuato,286.0
2017-05-31,Guerrero,269.0
2017-05-31,Hidalgo,62.0
2017-05-31,Jalisco,175.0
2017-05-31,Michoacán de Ocampo,182.0
2017-05-31,Morelos,69.0
2017-05-31,México,281.0
2017-05-31,Nacional,3566.0
2017-05-31,Nayarit,11.0
2017-05-31,Nuevo León,108.0
2017-05-31,Oaxaca,139.0
2017-05-31,Puebla,162.0
2017-05-31,Querétaro,36.0
2017-05-31,Quintana Roo,36.0
2017-05-31,San Luis Potosí,58.0
2017-05-31,Sinaloa,189.0
2017-05-31,Sonora,95.0
2017-05-31,Tabasco,70.0
2017-05-31,Tamaulipas,154.0
2017-05-31,Tlaxcala,29.0
2017-05-31,Veracruz de Ignacio de la Llave,233.0
2017-05-31,Yucatán,4.0
2017-05-31,Zacatecas,49.0
2017-06-30,Aguascalientes,21.0
2017-06-30,Baja California,214.0
2017-06-30,Baja California Sur,38.0
2017-06-30,Campeche,12.0
2017-06-30,Chiapas,111.0
2017-06-30,Chihuahua,205.0
2017-06-30,Ciudad de México,156.0
2017-06-30,Coahuila de Zaragoza,51.0
2017-06-30,Colima,87.0
2017-06-30,Durango,36.0
2017-06-30,Guanajuato,274.0
2017-06-30,Guerrero,255.0
2017-06-30,Hidalgo,47.0
2017-06-30,Jalisco,164.0
2017-06-30,Michoacán de Ocampo,166.0
2017-06-30,Morelos,62.0
2017-06-30,México,231.0
2017-06-30,Nacional,3448.0
2017-06-30,Nayarit,17.0
2017-06-30,Nuevo León,112.0
2017-06-30,Oaxaca,138.0
2017-06-30,Puebla,124.0
2017-06-30,Querétaro,47.0
2017-06-30,Quintana Roo,38.0
2017-06-30,San Luis Potosí,64.0
2017-06-30,Sinaloa,172.0
2017-06-30,Sonora,100.0
2017-06-30,Tabasco,61.0
2017-06-30,Tamaulipas,143.0
2017-06-30,Tlaxcala,20.0
2017-06-30,Veracruz de Ignacio de la Llave,234.0
2017-06-30,Yucatán,5.0
2017-06-30,Zacatecas,43.0
2017-07-31,Aguascalientes,15.0
2017-07-31,Baja California,213.0
2017-07-31,Baja California Sur,48.0
2017-07-31,Campeche,8.0
2017-07-31,Chiapas,116.0
2017-07-31,Chihuahua,148.0
2017-07-31,Ciudad de México,152.0
2017-07-31,Coahuila de Zaragoza,51.0
2017-07-31,Colima,94.0
2017-07-31,Durango,31.0
2017-07-31,Guanajuato,271.0
2017-07-31,Guerrero,239.0
2017-07-31,Hidalgo,35.0
2017-07-31,Jalisco,153.0
2017-07-31,Michoacán de Ocampo,162.0
2017-07-31,Morelos,62.0
2017-07-31,México,205.0
2017-07-31,Nacional,3289.0
2017-07-31,Nayarit,15.0
2017-07-31,Nuevo León,77.0
2017-07-31,Oaxaca,150.0
2017-07-31,Puebla,153.0
2017-07-31,Querétaro,34.0
2017-07-31,Quintana Roo,47.0
2017-07-31,San Luis Potosí,61.0
2017-07-31,Sinaloa,159.0
2017-07-31,Sonora,76.0
2017-07-31,Tabasco,71.0
2017-07-31,Tamaulipas,133.0
2017-07-31,Tlaxcala,19.0
2017-07-31,Veracruz de Ignacio de la Llave,220.0
2017-07-31,Yucatán,8.0
2017-07-31,Zacatecas,63.0
2017-08-31,Aguascalientes,28.0
2017-08-31,Baja California,231.0
2017-08-31,Baja California Sur,44.0
2017-08-31,Campeche,10.0
2017-08-31,Chiapas,100.0
2017-08-31,Chihuahua,147.0
2017-08-31,Ciudad de México,146.0
2017-08-31,Coahuila de Zaragoza,27.0
2017-08-31,Colima,66.0
2017-08-31,Durango,42.0
2017-08-31,Guanajuato,282.0
2017-08-31,Guerrero,227.0
2017-08-31,Hidalgo,71.0
2017-08-31,Jalisco,179.0
2017-08-31,Michoacán de Ocampo,150.0
2017-08-31,Morelos,62.0
2017-08-31,México,219.0
2017-08-31,Nacional,3376.0
2017-08-31,Nayarit,25.0
2017-08-31,Nuevo León,81.0
2017-08-31,Oaxaca,149.0
2017-08-31,Puebla,133.0
2017-08-31,Querétaro,47.0
2017-08-31,Quintana Roo,44.0
2017-08-31,San Luis Potosí,63.0
2017-08-31,Sinaloa,146.0
2017-08-31,Sonora,89.0
2017-08-31,Tabasco,76.0
2017-08-31,Tamaulipas,150.0
2017-08-31,Tlaxcala,22.0
2017-08-31,Veracruz de Ignacio de la Llave,235.0
2017-08-31,Yucatán,8.0
2017-08-31,Zacatecas,77.0
2017-09-30,Aguascalientes,23.0
2017-09-30,Baja California,256.0
2017-09-30,Baja California Sur,50.0
2017-09-30,Campeche,14.0
2017-09-30,Chiapas,106.0
2017-09-30,Chihuahua,153.0
2017-09-30,Ciudad de México,141.0
2017-09-30,Coahuila de Zaragoza,32.0
2017-09-30,Colima,52.0
2017-09-30,Durango,32.0
2017-09-30,Guanajuato,253.0
2017-09-30,Guerrero,226.0
2017-09-30,Hidalgo,45.0
2017-09-30,Jalisco,156.0
2017-09-30,Michoacán de Ocampo,163.0
2017-09-30,Morelos,74.0
2017-09-30,México,257.0
2017-09-30,Nacional,3357.0
2017-09-30,Nayarit,39.0
2017-09-30,Nuevo León,77.0
2017-09-30,Oaxaca,148.0
2017-09-30,Puebla,150.0
2017-09-30,Querétaro,46.0
2017-09-30,Quintana Roo,44.0
2017-09-30,San Luis Potosí,61.0
2017-09-30,Sinaloa,123.0
2017-09-30,Sonora,84.0
2017-09-30,Tabasco,72.0
2017-09-30,Tamaulipas,148.0
2017-09-30,Tlaxcala,27.0
2017-09-30,Veracruz de Ignacio de la Llave,237.0
2017-09-30,Yucatán,6.0
2017-09-30,Zacatecas,62.0
2017-10-31,Aguascalientes,24.0
2017-10-31,Baja California,230.0
2017-10-31,Baja California Sur,116.0
2017-10-31,Campeche,7.0
2017-10-31,Chiapas,83.0
2017-10-31,Chihuahua,164.0
2017-10-31,Ciudad de México,152.0
2017-10-31,Coahuila de Zaragoza,30.0
2017-10-31,Colima,71.0
2017-10-31,Durango,32.0
2017-10-31,Guanajuato,323.0
2017-10-31,Guerrero,242.0
2017-10-31,Hidalgo,52.0
2017-10-31,Jalisco,186.0
2017-10-31,Michoacán de Ocampo,181.0
2017-10-31,Morelos,61.0
2017-10-31,México,281.0
2017-10-31,Nacional,3666.0
2017-10-31,Nayarit,42.0
2017-10-31,Nuevo León,101.0
2017-10-31,Oaxaca,132.0
2017-10-31,Puebla,135.0
2017-10-31,Querétaro,42.0
2017-10-31,Quintana Roo,59.0
2017-10-31,San Luis Potosí,73.0
2017-10-31,Sinaloa,137.0
2017-10-31,Sonora,118.0
2017-10-31,Tabasco,90.0
2017-10-31,Tamaulipas,146.0
2017-10-31,Tlaxcala,21.0
2017-10-31,Veracruz de Ignacio de la Llave,253.0
2017-10-31,Yucatán,3.0
2017-10-31,Zacatecas,79.0
2017-11-30,Aguascalientes,20.0
2017-11-30,Baja California,219.0
2017-11-30,Baja California Sur,102.0
2017-11-30,Campeche,5.0
2017-11-30,Chiapas,92.0
2017-11-30,Chihuahua,148.0
2017-11-30,Ciudad de México,141.0
2017-11-30,Coahuila de Zaragoza,44.0
2017-11-30,Colima,65.0
2017-11-30,Durango,48.0
2017-11-30,Guanajuato,305.0
2017-11-30,Guerrero,236.0
2017-11-30,Hidalgo,57.0
2017-11-30,Jalisco,193.0
2017-11-30,Michoacán de Ocampo,213.0
2017-11-30,Morelos,61.0
2017-11-30,México,247.0
2017-11-30,Nacional,3545.0
2017-11-30,Nayarit,54.0
2017-11-30,Nuevo León,89.0
2017-11-30,Oaxaca,141.0
2017-11-30,Puebla,177.0
2017-11-30,Querétaro,23.0
2017-11-30,Quintana Roo,53.0
2017-11-30,San Luis Potosí,49.0
2017-11-30,Sinaloa,130.0
2017-11-30,Sonora,119.0
2017-11-30,Tabasco,72.0
2017-11-30,Tamaulipas,156.0
2017-11-30,Tlaxcala,14.0
2017-11-30,Veracruz de Ignacio de la Llave,214.0
2017-11-30,Yucatán,3.0
2017-11-30,Zacatecas,55.0
2017-12-31,Aguascalientes,31.0
2017-12-31,Baja California,201.0
2017-12-31,Baja California Sur,72.0
2017-12-31,Campeche,15.0
2017-12-31,Chiapas,109.0
2017-12-31,Chihuahua,177.0
2017-12-31,Ciudad de México,159.0
2017-12-31,Coahuila de Zaragoza,31.0
2017-12-31,Colima,83.0
2017-12-31,Durango,40.0
2017-12-31,Guanajuato,326.0
2017-12-31,Guerrero,255.0
2017-12-31,Hidalgo,49.0
2017-12-31,Jalisco,197.0
2017-12-31,Michoacán de Ocampo,226.0
2017-12-31,Morelos,83.0
2017-12-31,México,289.0
2017-12-31,Nacional,3710.0
2017-12-31,Nayarit,52.0
2017-12-31,Nuevo León,76.0
2017-12-31,Oaxaca,141.0
2017-12-31,Puebla,139.0
2017-12-31,Querétaro,42.0
2017-12-31,Quintana Roo,54.0
2017-12-31,San Luis Potosí,61.0
2017-12-31,Sinaloa,155.0
2017-12-31,Sonora,83.0
2017-12-31,Tabasco,89.0
2017-12-31,Tamaulipas,159.0
2017-12-31,Tlaxcala,22.0
2017-12-31,Veracruz de Ignacio de la Llave,230.0
2017-12-31,Yucatán,10.0
2017-12-31,Zacatecas,54.0
2018-01-31,Aguascalientes,20.0
2018-01-31,Baja California,252.0
2018-01-31,Baja California Sur,47.0
2018-01-31,Campeche,9.0
2018-01-31,Chiapas,94.0
2018-01-31,Chihuahua,143.0
2018-01-31,Ciudad de México,117.0
2018-01-31,Coahuila de Zaragoza,45.0
2018-01-31,Colima,62.0
2018-01-31,Durango,28.0
2018-01-31,Guanajuato,323.0
2018-01-31,Guerrero,250.0
2018-01-31,Hidalgo,63.0
2018-01-31,Jalisco,191.0
2018-01-31,Michoacán de Ocampo,182.0
2018-01-31,Morelos,87.0
2018-01-31,México,260.0
2018-01-31,Nacional,3403.0
2018-01-31,Nayarit,49.0
2018-01-31,Nuevo León,76.0
2018-01-31,Oaxaca,121.0
2018-01-31,Puebla,148.0
2018-01-31,Querétaro,44.0
2018-01-31,Quintana Roo,56.0
2018-01-31,San Luis Potosí,55.0
2018-01-31,Sinaloa,129.0
2018-01-31,Sonora,90.0
2018-01-31,Tabasco,71.0
2018-01-31,Tamaulipas,133.0
2018-01-31,Tlaxcala,20.0
2018-01-31,Veracruz de Ignacio de la Llave,193.0
2018-01-31,Yucatán,4.0
2018-01-31,Zacatecas,41.0
2018-02-28,Aguascalientes,21.0
2018-02-28,Baja California,207.0
2018-02-28,Baja California Sur,22.0
2018-02-28,Campeche,15.0
2018-02-28,Chiapas,112.0
2018-02-28,Chihuahua,128.0
2018-02-28,Ciudad de México,173.0
2018-02-28,Coahuila de Zaragoza,27.0
2018-02-28,Colima,60.0
2018-02-28,Durango,28.0
2018-02-28,Guanajuato,283.0
